brand,model,generation,production_start,production_end,body_type,provider
"DONGFANG","DF300STG","","","","","nhtsa-vpic"
"DONGFANG","DF300STT","","","","","nhtsa-vpic"
"DONGFANG","DF300STX","","","","","nhtsa-vpic"
"DONGFANG","DF300SVT","","","","","nhtsa-vpic"
"DONGFANG","DF300TKA","","","","","nhtsa-vpic"
"DONGFANG","DF300TKA/DF300TKB/DF300STC/DF300STD/DF300STE","","","","","nhtsa-vpic"
"DONGFANG","DF300TKB","","","","","nhtsa-vpic"
"DONGFANG","DF300TKC","","","","","nhtsa-vpic"
"DONGFANG","DF300TKR","","","","","nhtsa-vpic"
"DONGFANG","DF300TKS","","","","","nhtsa-vpic"
"DONGFANG","DF50SRS","","","","","nhtsa-vpic"
"DONGFANG","DF50SRT","","","","","nhtsa-vpic"
"DONGFANG","DF50SRV","","","","","nhtsa-vpic"
"DONGFANG","DF50SST","","","","","nhtsa-vpic"
"DONGFANG","DF50STA","","","","","nhtsa-vpic"
"DONGFANG","DF50STB","","","","","nhtsa-vpic"
"DONGFANG","DF50STC","","","","","nhtsa-vpic"
"DONGFANG","DF50STE","","","","","nhtsa-vpic"
"DONGFANG","DF50STF","","","","","nhtsa-vpic"
"DONGFANG","DF50STG","","","","","nhtsa-vpic"
"DONGFANG","DF50STR","","","","","nhtsa-vpic"
"DONGFANG","DF50STS","","","","","nhtsa-vpic"
"DONGFANG","DF50STT","","","","","nhtsa-vpic"
"DONGFANG","DF50STV","","","","","nhtsa-vpic"
"DONGFANG","DF50STX","","","","","nhtsa-vpic"
"DONGFANG","DF50SVR","","","","","nhtsa-vpic"
"DONGFANG","DF50SVT","","","","","nhtsa-vpic"
"DONGFANG","DF50TKA","","","","","nhtsa-vpic"
"DONGFANG","DF50TKA/DF50TKB/DF50TKC/DF50STD/DF50STE","","","","","nhtsa-vpic"
"DONGFANG","DF50TKB","","","","","nhtsa-vpic"
"DONGFANG","DF50TKC","","","","","nhtsa-vpic"
"DONGFANG","DF50TKD","","","","","nhtsa-vpic"
"DONGFANG","X18/DF200STC","","","","","nhtsa-vpic"
"DONGGUAN TAILING ELECTRIC VEHICLE","DONGGUAN TAILING ELECTRIC VEHICLE","","","","","nhtsa-vpic"
"DOOHAN","1 series","","","","","nhtsa-vpic"
"DOOHAN","10 series","","","","","nhtsa-vpic"
"DOOHAN","11 series","","","","","nhtsa-vpic"
"DOOHAN","12 series","","","","","nhtsa-vpic"
"DOOHAN","13 series","","","","","nhtsa-vpic"
"DOOHAN","14 series","","","","","nhtsa-vpic"
"DOOHAN","15 series","","","","","nhtsa-vpic"
"DOOHAN","16 series","","","","","nhtsa-vpic"
"DOOHAN","17 series","","","","","nhtsa-vpic"
"DOOHAN","18 series","","","","","nhtsa-vpic"
"DOOHAN","19 series","","","","","nhtsa-vpic"
"DOOHAN","2 series","","","","","nhtsa-vpic"
"DOOHAN","20 series","","","","","nhtsa-vpic"
"DOOHAN","21 series","","","","","nhtsa-vpic"
"DOOHAN","22 series","","","","","nhtsa-vpic"
"DOOHAN","23 series","","","","","nhtsa-vpic"
"DOOHAN","24 series","","","","","nhtsa-vpic"
"DOOHAN","25 series","","","","","nhtsa-vpic"
"DOOHAN","26 series","","","","","nhtsa-vpic"
"DOOHAN","27 series","","","","","nhtsa-vpic"
"DOOHAN","28 series","","","","","nhtsa-vpic"
"DOOHAN","29 series","","","","","nhtsa-vpic"
"DOOHAN","3 series","","","","","nhtsa-vpic"
"DOOHAN","30 series","","","","","nhtsa-vpic"
"DOOHAN","31 series","","","","","nhtsa-vpic"
"DOOHAN","32 series","","","","","nhtsa-vpic"
"DOOHAN","4 series","","","","","nhtsa-vpic"
"DOOHAN","5 series","","","","","nhtsa-vpic"
"DOOHAN","6 series","","","","","nhtsa-vpic"
"DOOHAN","7 series","","","","","nhtsa-vpic"
"DOOHAN","8 series","","","","","nhtsa-vpic"
"DOOHAN","9 series","","","","","nhtsa-vpic"
"DOOHAN","DH01","","","","","nhtsa-vpic"
"DOOHAN","DH02","","","","","nhtsa-vpic"
"DOOHAN","DH03","","","","","nhtsa-vpic"
"DOOHAN","DH04","","","","","nhtsa-vpic"
"DOOHAN","DH05","","","","","nhtsa-vpic"
"DOOHAN","DH06","","","","","nhtsa-vpic"
"DOOHAN","DH07","","","","","nhtsa-vpic"
"DOOHAN","DH08","","","","","nhtsa-vpic"
"DOOHAN","DH09","","","","","nhtsa-vpic"
"DOOHAN","DH10","","","","","nhtsa-vpic"
"DOOHAN","DH11","","","","","nhtsa-vpic"
"DOOHAN","DH12","","","","","nhtsa-vpic"
"DOOHAN","DH13","","","","","nhtsa-vpic"
"DOOHAN","DH14","","","","","nhtsa-vpic"
"DOOHAN","DH15","","","","","nhtsa-vpic"
"DOOHAN","DH16","","","","","nhtsa-vpic"
"DOOHAN","DH17","","","","","nhtsa-vpic"
"DOOHAN","DH18","","","","","nhtsa-vpic"
"DOOHAN","DH19","","","","","nhtsa-vpic"
"DOOHAN","DH20","","","","","nhtsa-vpic"
"DOOHAN","DH21","","","","","nhtsa-vpic"
"DOOHAN","DH22","","","","","nhtsa-vpic"
"DOOHAN","DH23","","","","","nhtsa-vpic"
"DOOHAN","DH24","","","","","nhtsa-vpic"
"DOOHAN","DH25","","","","","nhtsa-vpic"
"DOOHAN","DH26","","","","","nhtsa-vpic"
"DOOHAN","DH27","","","","","nhtsa-vpic"
"DOOHAN","DH28","","","","","nhtsa-vpic"
"DOOHAN","DH29","","","","","nhtsa-vpic"
"DOOHAN","DH30","","","","","nhtsa-vpic"
"DOOHAN","DH31","","","","","nhtsa-vpic"
"DORCHEAT MANUFACTURING COMPANY","DORCHEAT MANUFACTURING COMPANY","","","","","nhtsa-vpic"
"DOSKO INDUSTRIES, INCORPORATED","Dosko Industries, Incorporated","","","","","nhtsa-vpic"
"DOUBLE D","DOUBLE D","","","","","nhtsa-vpic"
"DOUBLE H","DOUBLE H","","","","","nhtsa-vpic"
"DOUGLAS MARINE CORPORATION","SKATER 24","","","","","nhtsa-vpic"
"DOUGLAS MARINE CORPORATION","SKATER 28","","","","","nhtsa-vpic"
"DOUGLAS MARINE CORPORATION","SKATER 32","","","","","nhtsa-vpic"
"DOUGLAS MARINE CORPORATION","SKATER 40","","","","","nhtsa-vpic"
"DOUGLASS TRUCK BODIES, INC.","DOUGLASS TRUCK BODIES, INC.","","","","","nhtsa-vpic"
"DOVE WELDING","DOVE WELDING","","","","","nhtsa-vpic"
"DOYLE MANUFACTURING","DOYLE MANUFACTURING","","","","","nhtsa-vpic"
"DP Coningplant USA Corp.","DP Coningplant USA Corp.","","","","","nhtsa-vpic"
"DPJ","DPJ","","","","","nhtsa-vpic"
"DR FOOD TRUCKS","DR FOOD TRUCKS","","","","","nhtsa-vpic"
"DRAGGIN' P, INC","DRAGGIN' P, INC","","","","","nhtsa-vpic"
"DRAPERBILT","DRAPERBILT","","","","","nhtsa-vpic"
"DRC Trailer and Sport","DRC Trailer and Sport","","","","","nhtsa-vpic"
"DRE CUSTOM TRAILERS","DRE CUSTOM TRAILERS","","","","","nhtsa-vpic"
"DREAM PROJECTS BUILDERS LLC","DREAM PROJECTS BUILDERS LLC","","","","","nhtsa-vpic"
"DRIVEN FAB LLC","DRIVEN FAB LLC","","","","","nhtsa-vpic"
"DROP 2 LOAD","DROP 2 LOAD","","","","","nhtsa-vpic"
"DRR","2 Wheel Motorcycle","","","","","nhtsa-vpic"
"DRR","Adventure","","","","","nhtsa-vpic"
"DRR","DRX","","","","","nhtsa-vpic"
"DRR","Lighting Sport","","","","","nhtsa-vpic"
"DRR","Pathfinder","","","","","nhtsa-vpic"
"DRR","Safari","","","","","nhtsa-vpic"
"DRR","Side by Side","","","","","nhtsa-vpic"
"DRR","Stealth","","","","","nhtsa-vpic"
"DRS Cycle Corp","DRS Cycle Corp","","","","","nhtsa-vpic"
"DRV Suites","All Aluminum Structure","","","","","nhtsa-vpic"
"DRV Suites","DRV","","","","","nhtsa-vpic"
"DRV Suites","Tradition","","","","","nhtsa-vpic"
"DRV Suites","Travel Suites","","","","","nhtsa-vpic"
"DRYAIR 2000 Inc.","DRYAIR 2000 Inc.","","","","","nhtsa-vpic"
"DSM TRAILERS LLC","DSM TRAILERS LLC","","","","","nhtsa-vpic"
"DSS","DSS","","","","","nhtsa-vpic"
"DST","Dweller","","","","","nhtsa-vpic"
"DST","Graveler","","","","","nhtsa-vpic"
"DST","Graveler XT","","","","","nhtsa-vpic"
"DST","Summit","","","","","nhtsa-vpic"
"DST","UEV","","","","","nhtsa-vpic"
"DTC","DTC","","","","","nhtsa-vpic"
"DTGC","DTGC","","","","","nhtsa-vpic"
"DTH","Roadever","","","","","nhtsa-vpic"
"DTM Powersports","DTM Powersports","","","","","nhtsa-vpic"
"DTM Trailers","DTM Trailers","","","","","nhtsa-vpic"
"DTP Muscle Custom Choppers","DTP Muscle Custom Choppers","","","","","nhtsa-vpic"
"DUCKWORTH BOAT WORKS, INC.","DUCKWORTH BOAT WORKS, INC.","","","","","nhtsa-vpic"
"DUMPLING MOTORS INC","DUMPLING MOTORS INC","","","","","nhtsa-vpic"
"DUN-RITE","Dun-Rite","","","","","nhtsa-vpic"
"DUNN RITE FAB","DUNN RITE FAB","","","","","nhtsa-vpic"
"DUNRAVEN","DUNRAVEN","","","","","nhtsa-vpic"
"DURALITE, INC","DURALITE, INC","","","","","nhtsa-vpic"
"DURANGO TRAILER MFG.","DURANGO TRAILER MFG.","","","","","nhtsa-vpic"
"DUSK TIL DAWN","DUSK TIL DAWN","","","","","nhtsa-vpic"
"DUSTRAIL","DUSTRAIL","","","","","nhtsa-vpic"
"DUTCH PARK INC","Dutch Park","","","","","nhtsa-vpic"
"DV Manufacturing","DV Manufacturing, Inc.","","","","","nhtsa-vpic"
"DVELE OMEGA CORPORATION","Others","","","","","nhtsa-vpic"
"DY Concrete Pumps","DY Concrete Pumps","","","","","nhtsa-vpic"
"DY Innovate Corporation","DY Innovate Corporation","","","","","nhtsa-vpic"
"DYER'S DOCKING SYSTEMS, INC.","DYER'S DOCKING SYSTEMS, INC.","","","","","nhtsa-vpic"
"DYMAC International","DYMAC International","","","","","nhtsa-vpic"
"DYMAC Vehicle Group","Heavy Duty Type","","","","","nhtsa-vpic"
"DYNAMIC DRIVES","DYNAMIC DRIVES","","","","","nhtsa-vpic"
"DYNAMICS COMPOSITE DESIGNS, INC","AERO","","","","","nhtsa-vpic"
"DYNAMITE","DYNAMITE","","","","","nhtsa-vpic"
"DYNAMITE MANUFACTURING","DYNAMITE MANUFACTURING","","","","","nhtsa-vpic"
"Da Car","Da Car","","","","","nhtsa-vpic"
"Dach","Dach","","","","","nhtsa-vpic"
"Dacus Manufacturing Inc.","Dacus Manufacturing Inc.","","","","","nhtsa-vpic"
"Daewoo","G2X","","","","","nhtsa-vpic"
"Daewoo","Laganza V-car","","","","","nhtsa-vpic"
"Daewoo","Lanos","","","","","nhtsa-vpic"
"Daewoo","Leganza","","","","","nhtsa-vpic"
"Daewoo","Leganza V-200 & variants/derivatives","","","","","nhtsa-vpic"
"Daewoo","Nubira","","","","","nhtsa-vpic"
"Dafu","AB","","","","","nhtsa-vpic"
"Dafu","CB","","","","","nhtsa-vpic"
"Dafu","DJ","","","","","nhtsa-vpic"
"Dafu","GW","","","","","nhtsa-vpic"
"Dafu","HB","","","","","nhtsa-vpic"
"Dafu","JL","","","","","nhtsa-vpic"
"Dafu","TI","","","","","nhtsa-vpic"
"Dafu","TK","","","","","nhtsa-vpic"
"Dafu","TZ","","","","","nhtsa-vpic"
"Dafu","XY","","","","","nhtsa-vpic"
"Dafu","YY","","","","","nhtsa-vpic"
"Dafu","Z6","","","","","nhtsa-vpic"
"Dafu","ZL","","","","","nhtsa-vpic"
"Dahe","DH0001","","","","","nhtsa-vpic"
"Dahe","DH0002","","","","","nhtsa-vpic"
"Dahe","DH0003","","","","","nhtsa-vpic"
"Dahe","DH0004","","","","","nhtsa-vpic"
"Dahe","DH0005","","","","","nhtsa-vpic"
"Dahe","DH0006","","","","","nhtsa-vpic"
"Dahe","DH0007","","","","","nhtsa-vpic"
"Dahe","DH0008","","","","","nhtsa-vpic"
"Dahe","DH0009","","","","","nhtsa-vpic"
"Dahe","DH0010","","","","","nhtsa-vpic"
"Dahe","DH0011","","","","","nhtsa-vpic"
"Dahe","DH0012","","","","","nhtsa-vpic"
"Dahe","DH0013","","","","","nhtsa-vpic"
"Dahe","DH0014","","","","","nhtsa-vpic"
"Dahe","DH0015","","","","","nhtsa-vpic"
"Dahe","DH0016","","","","","nhtsa-vpic"
"Dahe","DH0017","","","","","nhtsa-vpic"
"Dahe","DH0018","","","","","nhtsa-vpic"
"Dahe","DH0019","","","","","nhtsa-vpic"
"Dahe","DH0020","","","","","nhtsa-vpic"
"Daigle Brothers","Daigle Brothers","","","","","nhtsa-vpic"
"Daigle Trailers","Daigle Trailers","","","","","nhtsa-vpic"
"Daihatsu","Charade","","","","","nhtsa-vpic"
"Daihatsu","Low Speed Vehicle","","","","","nhtsa-vpic"
"Daihatsu","Rocky","","","","","nhtsa-vpic"
"Dailey Trailers Inc","Enclosed","","","","","nhtsa-vpic"
"Dailey Trailers Inc","Open","","","","","nhtsa-vpic"
"Daimler","DS","","","","","nhtsa-vpic"
"Daimler","DT","","","","","nhtsa-vpic"
"Dakan Mountain Teardrop Trailers","Dakan Mountain Teardrop Trailers","","","","","nhtsa-vpic"
"Dakota Airboats","Dakota Airboats","","","","","nhtsa-vpic"
"Dakota Corporation","Dakota Corporation","","","","","nhtsa-vpic"
"Dakota Litehouse, LLC","Dakota Litehouse, LLC","","","","","nhtsa-vpic"
"Dakota Manufacturing Co. / TRAIL-EZE","Arch Neck Hitch","","","","","nhtsa-vpic"
"Dakota Manufacturing Co. / TRAIL-EZE","Dakota Manufacturing Co.","","","","","nhtsa-vpic"
"Dakota Manufacturing Co. / TRAIL-EZE","Detachable Gooseneck","","","","","nhtsa-vpic"
"Dakota Manufacturing Co. / TRAIL-EZE","Folding Gooseneck","","","","","nhtsa-vpic"
"Dakota Manufacturing Co. / TRAIL-EZE","Hydraulic Trail","","","","","nhtsa-vpic"
"Dakota Manufacturing Co. / TRAIL-EZE","Jeep","","","","","nhtsa-vpic"
"Dakota Manufacturing Co. / TRAIL-EZE","Other","","","","","nhtsa-vpic"
"Dakota Manufacturing Co. / TRAIL-EZE","Ramp","","","","","nhtsa-vpic"
"Dakota Manufacturing Co. / TRAIL-EZE","Rigid Gooseneck","","","","","nhtsa-vpic"
"Dakota Manufacturing Co. / TRAIL-EZE","Slide Axle","","","","","nhtsa-vpic"
"Dakota Manufacturing Co. / TRAIL-EZE","Tag Dolly","","","","","nhtsa-vpic"
"Dakota Manufacturing Co. / TRAIL-EZE","Tag Hitch","","","","","nhtsa-vpic"
"Dakota Manufacturing Co. / TRAIL-EZE","Tilt","","","","","nhtsa-vpic"
"Dakota Motorcycle Co.","Dakota Motorcycle","","","","","nhtsa-vpic"
"Dakota Motorcycles U.S.A. Inc","Standard","","","","","nhtsa-vpic"
"Dakota Trailers","Dakota Trailers","","","","","nhtsa-vpic"
"Dal-Fab & Machine, Inc","Dal-Fab & Machine, Inc Trailer","","","","","nhtsa-vpic"
"Dale's Welding Sales","Dale's Welding Sales","","","","","nhtsa-vpic"
"Dallas Smith Corporation","Z-Frame","","","","","nhtsa-vpic"
"Dameron","Dameron Power Shovels","","","","","nhtsa-vpic"
"Damon","Damon Industries Trailer","","","","","nhtsa-vpic"
"Dan Gurney Alligator Motorcycles, Inc.","Dan Gurney Alligator Motorcycles, Inc.","","","","","nhtsa-vpic"
"Dan Hudon Sales, Inc.","Dan Hudon Sales, Inc.","","","","","nhtsa-vpic"
"Dan's Golf Car and Trailer Sales","Road Car","","","","","nhtsa-vpic"
"DanRon Enterprises","DanRon Enterprises","","","","","nhtsa-vpic"
"Danco Products","Danco Products","","","","","nhtsa-vpic"
"Danco Trailer Sales","Danco Trailer Sales","","","","","nhtsa-vpic"
"Dandy Digger & Supply, Inc.","Dandy Digger & Supply","","","","","nhtsa-vpic"
"Daniel B. Shirk Welding Shop","Daniel B. Shirk Welding Shop","","","","","nhtsa-vpic"
"Daniel Lohr","Daniel Lohr","","","","","nhtsa-vpic"
"Daniel Mfg Inc.","Daniel Mfg Inc.","","","","","nhtsa-vpic"
"Daniel's Certified Welding Inc.","Daniel's Certified Welding Inc.","","","","","nhtsa-vpic"
"Danko Emergency Equipment","Danko Emergency Equipment","","","","","nhtsa-vpic"
"Danny's Custom Golf Carts","Danny's Custom Golf Carts","","","","","nhtsa-vpic"
"Danzer Industries, Inc","Danzer Industries, Inc Trailer","","","","","nhtsa-vpic"
"DarPah LLC","DarPah LLC","","","","","nhtsa-vpic"
"Daral, Inc.","Daral, Inc.","","","","","nhtsa-vpic"
"Daredevil Choppers, Inc","Daredevil Choppers, Inc Motorcycle","","","","","nhtsa-vpic"
"Dark Dayz Choppers","Dark Dayz Choppers","","","","","nhtsa-vpic"
"Dark Warrior","BULMA#19","","","","","nhtsa-vpic"
"Dark Warrior","D1","","","","","nhtsa-vpic"
"Dark Warrior","D10","","","","","nhtsa-vpic"
"Dark Warrior","D2","","","","","nhtsa-vpic"
"Dark Warrior","D3","","","","","nhtsa-vpic"
"Dark Warrior","D4","","","","","nhtsa-vpic"
"Dark Warrior","D5","","","","","nhtsa-vpic"
"Dark Warrior","D6","","","","","nhtsa-vpic"
"Dark Warrior","D7","","","","","nhtsa-vpic"
"Dark Warrior","D8","","","","","nhtsa-vpic"
"Dark Warrior","D9","","","","","nhtsa-vpic"
"Dark Warrior","DAXSTER","","","","","nhtsa-vpic"
"Dark Warrior","PISTA V4R+","","","","","nhtsa-vpic"
"Dark Warrior","PRO GORILLA","","","","","nhtsa-vpic"
"Dark Warrior","STRADALE V4","","","","","nhtsa-vpic"
"Dark Warrior","TC-120","","","","","nhtsa-vpic"
"Dark Warrior","THUNDER 250","","","","","nhtsa-vpic"
"Dark Warrior","TRACKER NEO","","","","","nhtsa-vpic"
"Dark Warrior","TRAIL ONE","","","","","nhtsa-vpic"
"Dark Warrior","X-DAX","","","","","nhtsa-vpic"
"Darkhorse","Darkhorse","","","","","nhtsa-vpic"
"Darkside Chariots","Darkside Chariots","","","","","nhtsa-vpic"
"Darnell's Welding and Fabrication","Darnell's Welding and Fabrication","","","","","nhtsa-vpic"
"Darrell's Welding Inc.","AG Cone Trailer","","","","","nhtsa-vpic"
"Dart","Dart","","","","","nhtsa-vpic"
"Darwin Motorcycle","69 Chopper","","","","","nhtsa-vpic"
"Darwin Motorcycle","Bobber","","","","","nhtsa-vpic"
"Darwin Motorcycle","Brawler","","","","","nhtsa-vpic"
"Darwin Motorcycle","Chopper","","","","","nhtsa-vpic"
"Darwin Motorcycle","Darwin Motorcycle","","","","","nhtsa-vpic"
"Darwin Motorcycle","Digger","","","","","nhtsa-vpic"
"Darwin Motorcycle","Rockateer","","","","","nhtsa-vpic"
"Darwin Motorcycle","V2","","","","","nhtsa-vpic"
"Darwin Motorcycle","Vintage American","","","","","nhtsa-vpic"
"Dash EV","Dash EV","","","","","nhtsa-vpic"
"Dast Tanks","Dast Tanks","","","","","nhtsa-vpic"
"Dat Trailers","Dat Trailers","","","","","nhtsa-vpic"
"Data Mfg.","Data Mfg.","","","","","nhtsa-vpic"
"Datsun","210","","","","","nhtsa-vpic"
"Datsun","280ZX","","","","","nhtsa-vpic"
"Datsun","310","","","","","nhtsa-vpic"
"Datsun","510","","","","","nhtsa-vpic"
"Daughtry","Daughtry Trailer","","","","","nhtsa-vpic"
"Dauntless Motors","Dauntless Motors","","","","","nhtsa-vpic"
"Dave Finn Motorcycles","Dave Finn Motorcycles","","","","","nhtsa-vpic"
"Dave Hanson Trailers, Inc","Dave Hanson Trailers, Inc","","","","","nhtsa-vpic"
"Dave Morgan Trailers","Dave Morgan Trailers","","","","","nhtsa-vpic"
"Dave's Welding","Dave's Welding","","","","","nhtsa-vpic"
"Davidson Enterprises Inc","Davidson Enterprises Inc","","","","","nhtsa-vpic"
"Davidson Trailers, LLC","Davidson Trailers, LLC","","","","","nhtsa-vpic"
"Davinci","DC100","","","","","nhtsa-vpic"
"Davinci","DC20","","","","","nhtsa-vpic"
"Davinci","DC40","","","","","nhtsa-vpic"
"Davis Industrial Trailers","Davis Industrial Trailers","","","","","nhtsa-vpic"
"Davis Industries","DI Trailer","","","","","nhtsa-vpic"
"Davis Metal Works","Davis Metal Works","","","","","nhtsa-vpic"
"Davis Trailer Sales","Davis Trailer Sales","","","","","nhtsa-vpic"
"Davis Trailer World LLC","Davis Trailer World LLC","","","","","nhtsa-vpic"
"Davis Village Solutions","Davis Village Solutions, LLC","","","","","nhtsa-vpic"
"Davis' Countryside Trailer World","Davis' Countryside Trailer World","","","","","nhtsa-vpic"
"Dawson","Dawson","","","","","nhtsa-vpic"
"Day's Steel & Trailer Barn","Day's Steel & Trailer Barn","","","","","nhtsa-vpic"
"DayStar Motorcycles of America, Inc.","DayStar Motorcycles of America, Inc.","","","","","nhtsa-vpic"
"DayTripper","DayTripper","","","","","nhtsa-vpic"
"Dayang","Dayang","","","","","nhtsa-vpic"
"Daystar","Daystar Utility Trailers","","","","","nhtsa-vpic"
"Daytec Center","Daytec Center","","","","","nhtsa-vpic"
"Daytona Beach Bike Works, Inc.","Daytona Beach Bike Works, Inc.","","","","","nhtsa-vpic"
"Daytona Coach Builders","Daytona Midgie-2","","","","","nhtsa-vpic"
"Dazon ( Arizona) Inc DBA DZ Motorcyle Rentals","Sicilian","","","","","nhtsa-vpic"
"DeLorean","DMC-12","","","","","nhtsa-vpic"
"DeLucio USA","DeLucio USA","","","","","nhtsa-vpic"
"DeNardis Motocross Factory","DeNardis Motocross Factory","","","","","nhtsa-vpic"
"DePuy's Custom Cycles","DePuy's Custom Cycles","","","","","nhtsa-vpic"
"DeSoto Motors","D3","","","","","nhtsa-vpic"
"DeSoto Motors","D3T","","","","","nhtsa-vpic"
"DeSoto Motors","D4","","","","","nhtsa-vpic"
"DeSoto Motors","D4T","","","","","nhtsa-vpic"
"DeTect","DeTect","","","","","nhtsa-vpic"
"Dead On Fab","Dead On Fab","","","","","nhtsa-vpic"
"Dealers Choice LLC","Dealers Choice LLC Trailer","","","","","nhtsa-vpic"
"Deano Motorcycle Company","Deano Motorcycle Company","","","","","nhtsa-vpic"
"Deans Trailers","Deans Trailers","","","","","nhtsa-vpic"
"Death Row Motorcycles, LLC","Death Row Motorcycles, LLC","","","","","nhtsa-vpic"
"Debnam","Debnam LSV","","","","","nhtsa-vpic"
"Debra H Morgan Co","Debra H Morgan Co Trailer","","","","","nhtsa-vpic"
"Debris Systems Plus","Debris Systems Plus","","","","","nhtsa-vpic"
"Decatur Electronics","Decatur Electronics","","","","","nhtsa-vpic"
"Deceleste SA","Deceleste SA","","","","","nhtsa-vpic"
"DeeCo Trailers","DeeCo Trailers","","","","","nhtsa-vpic"
"Deep Creek Carts","Deep Creek Carts","","","","","nhtsa-vpic"
"Deep South Choppers","Deep South Choppers","","","","","nhtsa-vpic"
"Deer Valley Homebuilders","Deer Valley Homebuilders","","","","","nhtsa-vpic"
"Defiance","Defiance Boats","","","","","nhtsa-vpic"
"Dejana Truck and Utility Equipment","Dejana Truck and Utility Equipment","","","","","nhtsa-vpic"
"Del Mar Trailers","Del Mar Trailers","","","","","nhtsa-vpic"
"Delavan Automotive, LLC","Delavan Automotive, LLC","","","","","nhtsa-vpic"
"Delavan Industries, Inc","Model 2877A","","","","","nhtsa-vpic"
"Delavan Industries, Inc","Model 2878","","","","","nhtsa-vpic"
"Delavan Industries, Inc","Model 4000","","","","","nhtsa-vpic"
"Delavan Industries, Inc","Model 6000","","","","","nhtsa-vpic"
"Delaware American Motors LLC","Delaware American Motors LLC","","","","","nhtsa-vpic"
"Delaware Valley Cycle","Del Val","","","","","nhtsa-vpic"
"Delco Trailers","Delco Trailers","","","","","nhtsa-vpic"
"Delhi 15 Concession","Delhi 15 Concession","","","","","nhtsa-vpic"
"Delivery Concepts, Inc.","Delivery Concepts, Inc.","","","","","nhtsa-vpic"
"Delivery Concepts, Inc.","Freezer","","","","","nhtsa-vpic"
"Delivery Concepts, Inc.","Hot Shot","","","","","nhtsa-vpic"
"Delivery Concepts, Inc.","Refrigeration","","","","","nhtsa-vpic"
"Dell Rapids Custom Trailers","Dell Rapids Custom Trailers","","","","","nhtsa-vpic"
"Della Terra Trailer","Della Terra Trailer","","","","","nhtsa-vpic"
"Delta","First Design","","","","","nhtsa-vpic"
"Delta","Second Design","","","","","nhtsa-vpic"
"Delta","Third Design","","","","","nhtsa-vpic"
"Delta Manufacturing, Inc.","Delta Manufacturing, Inc.","","","","","nhtsa-vpic"
"Delta Oilfield Tank Co.","Delta Oilfield Tank Co.","","","","","nhtsa-vpic"
"Delta Scientific Corporation","Delta Scientific Corporation","","","","","nhtsa-vpic"
"Delta Waseca Mini","Delta Waseca Mini","","","","","nhtsa-vpic"
"Deluxe Bumper Works","Deluxe Bumper Works","","","","","nhtsa-vpic"
"Deluxe Trailers","Deluxe Trailers","","","","","nhtsa-vpic"
"Demented Cycles","Demented Cycles","","","","","nhtsa-vpic"
"Demon Motorcycle Company","Demon Motorcycle","","","","","nhtsa-vpic"
"Demons Cycle","Demons Cycle","","","","","nhtsa-vpic"
"Demountable Concepts","Demountable Concepts","","","","","nhtsa-vpic"
"Dempster Industries Inc","Dempster Industries Inc","","","","","nhtsa-vpic"
"Dempster Systems Western Div.","Dempster Systems Western Div.","","","","","nhtsa-vpic"
"Demumbreum Welding Shop","Demumbreum Welding Shop","","","","","nhtsa-vpic"
"Denair Manufacturing LLC","Denair Manufacturing LLC","","","","","nhtsa-vpic"
"Denali","Denali","","","","","nhtsa-vpic"
"Denbeste Manufacturing","Denbeste Manufacturing","","","","","nhtsa-vpic"
"Denney Brothers Fabrication LLC","Denney Brothers Fabrication LLC","","","","","nhtsa-vpic"
"Dennis","Elite","","","","","nhtsa-vpic"
"Dennis","Elite NAS1","","","","","nhtsa-vpic"
"Dennis Boggs Welding Works","Dennis Boggs Welding Works","","","","","nhtsa-vpic"
"Dennis Eagle","Elite","","","","","nhtsa-vpic"
"Dennis Eagle","Proview","","","","","nhtsa-vpic"
"Denton","Denton","","","","","nhtsa-vpic"
"Dentoni's Welding Works","Dentoni's Welding Works","","","","","nhtsa-vpic"
"Department Store","HY-VL887","","","","","nhtsa-vpic"
"Dependable Trailer","Dependable Trailer","","","","","nhtsa-vpic"
"Derbi","Derbi","","","","","nhtsa-vpic"
